model,model_index,start_id,start_kind,start_seed,initial_parameters_log
LADDER_5R5C,4,18,log_uniform_within_published_bounds,566918815.0,"[-2.2281963758473884,-5.059925449600805,4.978551417346715,0.10912589423409003,-4.123823745832558,8.890802699273808,10.756468817076557,11.897506718300892,9.477175356051587,11.429178106431465,-0.7117508078652222]"
LADDER_5R5C,4,19,log_uniform_within_published_bounds,3217275667.0,"[-2.381836315033735,-9.803926816389371,2.5396148293853056,-0.8835687380666766,-4.417673376114576,8.267800587513833,17.865616300235175,9.564019145202336,11.377925790445968,14.892198948223607,-7.853306394832792]"
LADDER_5R5C,4,20,log_uniform_within_published_bounds,2310647075.0,"[-3.129851484607653,-1.4626740588718992,1.2420509995462368,-2.3854217345096576,-3.5536797742289057,15.790408815749938,17.3649313977248,12.857734069674478,21.851414888618798,10.004519496357863,-14.279114653902326]"
LADDER_5R5C,4,21,log_uniform_within_published_bounds,1398709717.0,"[-8.503644706901188,2.0276402243745597,-9.518632149555538,3.1545533372241152,-1.8239315017655482,24.243606528875812,9.761422311750147,12.586677278727755,15.15252901451453,12.683964936100393,-0.3239083933153495]"
LADDER_5R5C,4,22,log_uniform_within_published_bounds,4018930218.0,"[0.06330117514099598,-0.729226196220111,4.880843457915105,-8.240324833607902,0.6462332880799639,16.5461868576083,10.243048152702448,17.393098672289824,21.219125404704258,23.214065534266858,-9.610691305813367]"
LADDER_5R5C,4,23,log_uniform_within_published_bounds,1476573356.0,"[-4.282281597084349,-1.3928119772745085,4.758080016163879,-0.5861618337630095,4.672914682658131,11.468704497770664,16.439895131294264,9.225770046888469,24.148422075358898,17.892048977494433,-12.184967292692171]"
LADDER_5R5C,4,24,log_uniform_within_published_bounds,3815549829.0,"[0.23941117387931143,4.3861436371680025,-6.567350537691139,-9.711534384341496,-5.839418523410243,20.762532959164936,13.659133144860341,19.58163457088644,20.385048795878642,8.80247955477372,-0.4609739057722777]"
LADDER_5R5C,4,25,log_uniform_within_published_bounds,2126135908.0,"[-4.447750844618642,-9.03137442965289,-8.820781507553317,1.9900553740789668,-4.186134055265295,12.882957747991377,21.504259202486246,20.164697352322833,8.776191721276092,11.648919935592065,1.7067786127977307]"
LADDER_5R5C,4,26,log_uniform_within_published_bounds,3498163596.0,"[2.681260224075457,-7.420521750488771,4.27923785114306,-4.739134117005187,-2.1202707406645276,12.621791865670893,10.201733942043772,15.920114568607286,18.777183444153927,24.967466586671485,-1.2180207219756518]"
LADDER_5R5C,4,27,log_uniform_within_published_bounds,2046927795.0,"[-3.6384152052514356,3.330141483539384,1.2733284801186695,-6.901424057451439,-8.988478684204232,22.2415723666356,13.765106179326654,24.634672978512704,19.998032875119847,8.533843693953042,-14.380561607544252]"
LADDER_5R5C,4,28,log_uniform_within_published_bounds,3783894863.0,"[0.6859929826245779,-6.130469191710144,-6.374742220557418,-4.144290078536772,-2.2698699965026963,8.669122027015277,21.849226597615978,19.175050341829277,17.638160157630814,8.531512904886782,-1.5407976265399626]"
LADDER_5R5C,4,29,log_uniform_within_published_bounds,3387803924.0,"[4.516941368221932,-0.6716822300432401,-3.4375586894153125,-7.915144864294652,2.1893969454249387,14.670743843060984,23.073904939906623,13.083157163662282,23.38605090414256,8.056962201721419,-4.349577228166858]"
LADDER_5R5C,4,30,log_uniform_within_published_bounds,3245910688.0,"[3.0910729234245995,-9.247267520038719,-3.3604198842335373,-7.577874356769992,0.31304481521676664,16.4322685925026,15.993840016904285,18.977595659377236,17.115927889106352,17.692646220154817,-8.540216502790434]"
LADDER_5R5C,4,31,log_uniform_within_published_bounds,3256454893.0,"[4.932019628381489,4.17346183665817,0.09985798804533275,-1.3398930070159878,-6.320421648506523,20.40002797918767,14.18811730380282,11.419670996335203,9.43582191113996,24.839705994548012,-6.468031415133655]"
LADDER_5R5C,4,32,log_uniform_within_published_bounds,1349574504.0,"[-9.491742554441842,-8.334522573721294,-8.446524151199576,-9.196702594978248,-2.867474991426316,14.315280234284813,19.35466526048897,9.968633711408579,20.52713642968706,17.714155138447133,-17.498182667311713]"
LADDER_6R6C,5,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]"
LADDER_6R6C,5,2,log_uniform_within_published_bounds,3297945754.0,"[-7.38449850587663,4.1007759446577925,-5.954512897615891,-4.266371809464763,3.991326516631906,-5.689185326865979,20.16153921194987,23.560408628567878,20.974459007196586,20.77085844190136,10.02735556549164,8.91624791049572,-6.644737987721484]"
LADDER_6R6C,5,3,log_uniform_within_published_bounds,3865248033.0,"[1.1192616423298372,-7.626449163108122,-6.539166418189914,-8.077457924962253,-9.258281434449081,-1.4870320180953769,19.226488696891572,19.43551475418633,9.843011867869759,21.01864179568185,23.400533536334738,24.083989620604243,-8.200114560450626]"
LADDER_6R6C,5,4,log_uniform_within_published_bounds,1232436742.0,"[-3.2059284892167934,3.8383545148717957,0.6638523029965366,3.744953065383937,-7.1173198708593315,-8.020745468405776,15.622839587816404,22.91566757555895,12.719241879990022,14.839998039243508,16.4732106237417,20.91173748477996,-4.030682510278124]"
LADDER_6R6C,5,5,log_uniform_within_published_bounds,291640056.0,"[-2.065440287370465,2.4648677715181577,-8.877922095881342,-6.686361134630268,-7.746977612221963,-5.519997657327204,15.225069692929704,24.63303087723538,12.000036453482956,19.841242827257176,15.336429017464889,23.562280996702327,-17.716964721970417]"
LADDER_6R6C,5,6,log_uniform_within_published_bounds,3155177418.0,"[4.829304019985662,-3.414855230597606,-9.919253518456433,3.494759197684145,-0.7134405461318423,-0.3028495578918857,24.126781850946998,24.5137331712013,17.20902478248307,11.43777136100338,23.77921683652717,17.565035672278185,-19.728783424821238]"
LADDER_6R6C,5,7,log_uniform_within_published_bounds,4224593302.0,"[2.340762240624766,-7.106613591562042,4.198707167688985,-3.2233375510833486,-3.212546627289899,4.047269903309434,10.108913606477937,20.862761095324664,8.195183819619102,24.154698360768617,17.575540721884895,9.965283095718393,-7.260804247164408]"
LADDER_6R6C,5,8,log_uniform_within_published_bounds,425788916.0,"[1.1648517500252051,-0.7659029262586916,-7.019326158214572,-4.344607396870307,-5.7796672669695806,-3.0491444312078366,15.141615715629495,15.316263830869678,16.977885149761345,11.523219894215956,14.661448932981841,16.69817752661809,-12.099321632494803]"
LADDER_6R6C,5,9,log_uniform_within_published_bounds,2342392574.0,"[-8.63030648358693,2.2847113022069685,4.767782941133808,2.209501789531741,-4.323381733515744,2.071447169977491,14.386918770468537,21.124329674704942,23.40901021662405,22.48054233555413,19.78717665349241,20.145182068166378,-16.050706436751675]"
LADDER_6R6C,5,10,log_uniform_within_published_bounds,680757351.0,"[-4.2031514283379865,-2.302917622786264,2.28670474728945,4.988522618098804,-6.120079005776615,2.6945015016748304,23.442790704632124,13.240443189515986,16.01448006885978,19.252655387906575,9.951853519682377,8.287778927715223,-12.290475657512438]"
LADDER_6R6C,5,11,log_uniform_within_published_bounds,2787963617.0,"[-0.77576687063139,-2.7090500492356746,-3.6822432352607075,-8.519781496166933,-5.669242102626634,-2.0856173756699157,11.378161341633573,17.346336390938855,13.32282873148494,11.787810906026493,10.7876395662941,18.233425821032473,-8.449627635966639]"
LADDER_6R6C,5,12,log_uniform_within_published_bounds,4101893612.0,"[4.621828483422195,-8.047428941507741,1.3800051072694117,-6.346581933692637,-8.827137482361733,-2.8004240693888782,17.885390895748742,9.009176366131168,17.540055640369232,8.780109422628191,10.812719087866954,19.168268359417127,-7.723059950830642]"
LADDER_6R6C,5,13,log_uniform_within_published_bounds,2421731611.0,"[-4.8832589571602325,0.29225145587551005,-7.1764540561676355,-5.197986299169158,-5.490070672618247,-3.8012865015517097,13.83517797697073,11.846121722044849,23.879850567290042,10.651332301938131,12.143698944679588,9.240121561227626,-8.111870845486647]"
LADDER_6R6C,5,14,log_uniform_within_published_bounds,1682408789.0,"[-8.904400061017794,-8.377750478757136,0.7754642301824219,-2.500904727928889,-4.438336690621644,-0.6576524055293689,24.54883409095567,13.822884716455636,22.478060853242354,20.162929372541583,13.79832741378995,23.969605098903948,-3.974194896330083]"
LADDER_6R6C,5,15,log_uniform_within_published_bounds,1886400092.0,"[-0.33594450783148133,-7.713364476923298,-2.722786483580829,-4.337728575693668,-8.311926663066993,1.1254979516673806,15.97748425586275,22.258569964319488,16.87972073841062,14.035219746756649,16.5717293531804,22.821176501378616,-12.221550570673706]"
LADDER_6R6C,5,16,log_uniform_within_published_bounds,777346740.0,"[-2.142080338742266,-1.1211085133229375,-0.9526484312668426,-0.7777280637224937,0.536374167659762,0.22477555762194257,13.442118261825897,12.364186587101852,13.125924722185417,24.116539931178465,10.044576617246914,20.702218034959266,-0.3253633250825203]"
LADDER_6R6C,5,17,log_uniform_within_published_bounds,2673920184.0,"[-9.972586464487762,-2.3355125389796143,-2.831860353866012,-1.2999596874857478,0.06282053713632685,0.8925285940223038,11.308684803604827,16.182119661663194,19.275841148231354,9.362551709070937,20.91785741009555,13.541104444910378,-12.99309962731867]"
LADDER_6R6C,5,18,log_uniform_within_published_bounds,1489155749.0,"[-3.441228525155397,-5.140225423908898,-5.430803577035205,-3.829581813634875,-5.546313234386128,1.4099119632417985,21.874381540332223,22.652024257819246,17.40471824294029,22.79867286634755,19.047967938193022,22.12437555055024,-1.6449205473578807]"
LADDER_6R6C,5,19,log_uniform_within_published_bounds,3275646361.0,"[-6.518732846087214,-1.4478072596840583,4.984023981235051,-7.775056886167036,-5.346807418943719,4.992322027984372,12.103744303023772,24.346768212580677,15.570529943818933,24.22677716821775,11.279874371933463,22.929096309631912,-11.756800911836727]"
LADDER_6R6C,5,20,log_uniform_within_published_bounds,766809854.0,"[-7.149949604422076,-5.686214125506205,-2.158172064512807,-0.37477539034616214,1.0134896450519815,4.351310353806699,22.266946093353067,8.39260910413351,12.02947253462146,12.686236980064981,15.527868069660743,20.364389074467326,-19.056640664220968]"
LADDER_6R6C,5,21,log_uniform_within_published_bounds,318837454.0,"[2.1848250534163167,-1.7863724130905911,4.08850077325399,3.439097485471258,-3.990078320052011,-4.410996100780096,10.41383103374342,11.372162980836091,18.764549607472606,20.72287262844649,8.79102591259184,18.41516176331658,-15.578333605884932]"
LADDER_6R6C,5,22,log_uniform_within_published_bounds,3279897187.0,"[-0.3369797718036711,-4.2158159808057585,4.739688272681432,0.22509761470739242,0.682379874353515,-1.2210529156907874,9.864994968614868,9.128465197651945,16.633109485197604,16.119928285117574,13.425507878797209,9.926109208306242,-18.78895307088725]"
LADDER_6R6C,5,23,log_uniform_within_published_bounds,4234038812.0,"[-1.1712407282916306,-7.956611631591688,-0.6440817271810797,-4.877415527484214,3.7314475773199884,-1.3570879732660277,16.148306796164604,19.595669229137265,24.454673954186642,23.450224934233646,9.842457512456718,14.995129899956648,0.34032567691945914]"
LADDER_6R6C,5,24,log_uniform_within_published_bounds,2146639548.0,"[-5.457889476483872,-6.151404500276593,-3.9057752219324264,4.100307064834556,-0.9301769310036221,-0.2434655733775859,20.698080538656683,21.720079380863837,14.76447116034904,17.772832660332075,24.63042091888698,11.177027410779699,-17.864357864421414]"
LADDER_6R6C,5,25,log_uniform_within_published_bounds,1710456321.0,"[-0.9478238722236387,0.8113425403704912,-7.669566552154239,3.210084278189276,-7.980260585698664,1.4065099915862724,9.075764060031375,24.760830539199667,17.347244232347215,11.667468759558592,18.414482582940874,15.024878041275546,-14.63110486766897]"
LADDER_6R6C,5,26,log_uniform_within_published_bounds,4187701205.0,"[-3.267504902436416,2.69715234584905,-0.9490369269202201,-4.621868525344129,-2.151880578849034,-5.755278848181701,8.521692143751077,10.269857567718182,10.920361984528409,17.42057268424548,23.164461573491035,14.453310099346705,-18.988632032938167]"
LADDER_6R6C,5,27,log_uniform_within_published_bounds,92736094.0,"[1.6008172896251889,4.265239892495133,-7.7365951900565815,-6.013905492013566,-2.796725355383903,-1.8119525351048917,8.79620806315612,15.035531260404568,23.591522822854415,14.740875122568756,16.948643616415595,20.637062096580806,-1.1851996195160446]"
LADDER_6R6C,5,28,log_uniform_within_published_bounds,2022795107.0,"[-0.4220571442172414,4.321326382090543,-4.2131957436404575,-1.7756430560199945,-8.017474180559079,1.6867343031405113,18.70666631029159,12.454936455506278,9.674947816849295,19.446882849955337,21.36899773811204,14.202539245725841,-5.429426305024668]"
LADDER_6R6C,5,29,log_uniform_within_published_bounds,3098012959.0,"[-7.721795845556256,-4.021036217568631,-7.90497088306596,-6.318041672599545,-8.488345376499908,0.8383389122487408,9.068505532257213,23.382271972775822,23.56946028324267,13.031767209760279,15.658663927235809,15.57769085947469,-15.742320573724124]"
LADDER_6R6C,5,30,log_uniform_within_published_bounds,3232789385.0,"[1.6112438251747783,-3.5483494124862505,-8.82524706417277,-9.344427793280829,0.9456690280171127,-7.51211027058179,11.113675810752529,9.823899739159536,19.695100071393327,9.146498426232585,8.460568931896187,22.811441486705036,-0.4791221163387682]"
LADDER_6R6C,5,31,log_uniform_within_published_bounds,1139924534.0,"[2.799528152247312,-1.0384455146517144,-7.624041087295947,-1.7677740897446395,-5.871163724607092,-2.9080054710866667,21.572694337132635,23.889831085790036,9.973777839240594,24.10673850077724,10.462689089764709,10.218743036131146,1.7551479096585823]"
LADDER_6R6C,5,32,log_uniform_within_published_bounds,1924477223.0,"[-8.8719171984857,-4.684480293436606,3.7754324000664656,-0.9356877413040081,2.48342120701677,-3.967326299433261,8.791895963300327,8.045749923354675,19.38579226161827,22.849022061740307,22.46290692134003,24.0972825632005,-9.126778075207763]"
LADDER_7R7C,6,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]"
LADDER_7R7C,6,2,log_uniform_within_published_bounds,4171539361.0,"[-8.39933441544391,4.426589962496056,3.119752592493416,-1.7514009256718808,0.961967402665671,4.436805886161656,-5.930462986500272,10.146265518022819,10.69273332231392,11.244695602557526,24.489560067453652,12.947583447445634,9.5295111426063,14.16931206641968,-0.8561864938319594]"
LADDER_7R7C,6,3,log_uniform_within_published_bounds,2046472620.0,"[4.6832855791459895,2.5253690114433773,-8.744949287969781,1.0253278753528932,-7.910370471217339,-1.1404767805676705,-4.8788081023573,16.750871625340498,11.458462424159015,9.408708040604655,14.30857908298649,18.740025461307518,8.998313865385425,8.42305462307222,-10.084045268685692]"
LADDER_7R7C,6,4,log_uniform_within_published_bounds,258013893.0,"[2.630338958907531,-1.6519690651881955,-0.0821973847573787,-4.896534882873061,3.425103299132779,-9.193543972223283,2.738334279228413,18.28396709860963,10.982416850928516,21.698169455938363,17.44638744970456,23.83299085858264,20.702466512223793,18.819855133636942,-12.609845588331238]"
LADDER_7R7C,6,5,log_uniform_within_published_bounds,1355658953.0,"[-5.49073282347366,3.5555205857349463,2.2305246718211116,-9.347060798604431,3.4543919744940847,-7.294609089099725,-8.712748554010657,9.439416312017038,12.647521240521662,16.047764696247278,10.162579695030573,11.701836980509874,23.559721703391897,18.635892718205557,-14.383665695760797]"
LADDER_7R7C,6,6,log_uniform_within_published_bounds,3437703150.0,"[-1.4219635732013334,-5.392135596144843,0.335387144362878,-5.028015556858035,-6.058847534393962,0.4607950329964563,3.3205235707832212,16.173127904128776,20.007081902067824,22.97984780766019,18.38982740482996,13.005375896748872,24.234621731611426,17.98838029235684,-18.065085461183763]"
LADDER_7R7C,6,7,log_uniform_within_published_bounds,106815637.0,"[-9.62234428401935,1.7225109928914417,0.6193790010354654,-6.713335023506852,-9.055398595723506,-2.6279584488251517,-1.2796029323638116,22.510966514694783,14.346410032517305,11.695803483027323,14.9755064648268,11.226832628055533,13.997565936009828,22.781829146257017,-3.376651272002995]"
LADDER_7R7C,6,8,log_uniform_within_published_bounds,4243513661.0,"[1.6159551558578418,-5.362405859817777,-7.610464677498339,-5.8911916820861,0.4184837347569008,3.524464170355122,-1.7618469884842334,16.95552744567217,15.925541456661454,12.730250902453319,17.517885425357147,12.313123949548629,15.88595569374574,19.3948572961094,-16.067077902904604]"
LADDER_7R7C,6,9,log_uniform_within_published_bounds,3098457691.0,"[-1.3786131685614365,0.870749623976522,-9.048448759181335,-5.088353954913209,-8.454457193427325,2.907971977724575,-2.8243698354086124,23.640428371948992,8.418857600592823,10.127219638725688,24.764291414774767,19.61938287295936,10.53995839998704,17.60239016394658,-5.243540942890325]"
LADDER_7R7C,6,10,log_uniform_within_published_bounds,909049080.0,"[1.4770078594049156,-6.430208672140444,-1.136757047756241,-2.491093075530591,-0.7805406264219918,-8.767474931222036,-2.8690786101800727,17.69621640797653,14.664994264371968,12.681290713831233,18.797144387398586,19.231342792639992,9.435315231158931,24.80124796060441,-8.825153877953221]"
LADDER_7R7C,6,11,log_uniform_within_published_bounds,177750135.0,"[-7.780191194852973,-4.9308605674135135,-9.92112502866717,-6.038473827443045,-9.424555399233597,4.548922791756668,-9.486240831278819,16.30275954124003,21.276384029203957,21.374379523307205,14.959868673208017,12.9992722423455,21.84845888335171,20.514477190887483,0.45698378917085947]"
LADDER_7R7C,6,12,log_uniform_within_published_bounds,635728744.0,"[4.5463158174905445,0.44710377478861574,-9.598284839241646,-1.527118322159362,-7.988244061110725,1.0769514344444318,3.2854125737471502,8.069898382969294,15.73902719071177,24.63477723566235,20.547936185304465,10.752673616397551,10.860104745154604,24.934851904867024,-2.5682703349621647]"
LADDER_7R7C,6,13,log_uniform_within_published_bounds,539292596.0,"[-0.35939394099656674,-5.043645929589529,-4.139705564465216,-7.926308720286048,-5.682988072593879,-6.466870768710667,-1.340999100091528,12.287396887931962,11.317127986874317,24.56184966747913,8.774891477229795,22.375528477440234,20.185152206110075,23.7757136459131,1.0260194245438718]"
LADDER_7R7C,6,14,log_uniform_within_published_bounds,261788199.0,"[-0.19482426380074713,-8.721639297914747,-3.2516643280263633,1.480417298017084,-1.3148039226231418,-6.049345636501197,-8.6820918796714,18.17133930073432,23.739055448823166,10.726662625057426,16.08871185990293,14.903071843945776,17.19187903726248,14.151655855941444,-2.155226642600841]"
LADDER_7R7C,6,15,log_uniform_within_published_bounds,230762759.0,"[-2.3825403424900715,-9.869699570924023,-4.290388900688747,-2.446125473794604,-6.051760428515012,-3.5967232836005545,-5.050880231509517,18.794817965003176,8.194318050268786,19.547304384667026,12.31901242585204,15.122419494540281,17.39748567493511,9.893051149302115,-3.1444128223185537]"
LADDER_7R7C,6,16,log_uniform_within_published_bounds,3649783092.0,"[-0.37893926962907365,3.9132917552763793,-2.3209624564687745,-8.549094081331589,-5.735892097718805,3.706916451745599,0.6619315124467118,22.213405041650027,20.803500092893017,18.74777136159448,19.418219030726604,14.8335040364128,18.04695426485558,13.792747018773149,-0.19964409244204973]"
LADDER_7R7C,6,17,log_uniform_within_published_bounds,4004225632.0,"[2.3178037733674017,-2.4903763112647956,-0.09474366973422121,-7.470661831553838,3.9419523082119774,-2.3425801481575217,-4.440110961200862,23.138766360431887,20.905469391446335,20.319665344556004,22.025852730250712,22.971667965142572,15.964692901670286,9.865362356507926,-2.0967482945755904]"
LADDER_7R7C,6,18,log_uniform_within_published_bounds,4019098795.0,"[-7.14193395465637,-0.8877983086841681,-5.578487347724014,-8.381469958665171,-5.1655287921843795,-9.989105002504632,-5.4120427349393125,10.532487347330914,14.603253659626464,18.621826415363817,11.728983232865538,12.495639661420173,13.718312813941417,15.368261636333013,-19.705005797248617]"
LADDER_7R7C,6,19,log_uniform_within_published_bounds,247416129.0,"[-7.525241228091401,1.3194722369863996,-2.501218742966535,2.8918187837954736,-2.865785366993504,-5.77504263681525,-6.13462997395046,18.357409520175185,15.641344277171175,23.61398297557767,19.749207624971678,13.843584281247992,23.1285437796561,8.115592666188109,-0.6640850711902146]"
LADDER_7R7C,6,20,log_uniform_within_published_bounds,1353496618.0,"[-6.471014498751692,-3.623491816629805,1.209331855729241,2.6326303732158465,-4.8098069624684605,-8.618737072576002,3.5591173615020626,21.766320902711772,20.880295279248777,24.00111012560976,16.93179156723967,16.820630493218957,19.104143009133004,10.403272969543508,-5.857050188786948]"
LADDER_7R7C,6,21,log_uniform_within_published_bounds,1146667724.0,"[1.1244787095305782,4.801538749542859,0.8875769177395654,-6.535340816078949,-0.4520676803089998,-6.038074119381033,0.4443327285926486,11.613065996666833,8.293088755591238,21.771929429162704,11.131207585923939,19.326836304176,13.76869886605299,20.62798209295935,-17.95749705166435]"
LADDER_7R7C,6,22,log_uniform_within_published_bounds,3611402808.0,"[-0.8883772854157872,0.8272627335067657,-5.519130730800452,-8.506033658042655,-0.6670319814159313,-7.5362675980889495,-2.3085868418763447,17.252866525799682,20.836274511803623,21.29952919343345,18.478404165966715,13.08436918461079,14.101848759067542,20.360796462647407,0.9926778208880656]"
LADDER_7R7C,6,23,log_uniform_within_published_bounds,716998547.0,"[-3.1710426760412602,-5.709224305311223,4.575777339414126,-8.448238163910126,-8.798132820381326,-6.797388016570199,-8.072984069826164,16.57822283463364,14.821278081538933,11.329643577797569,16.658723901771737,12.490592673950667,24.939911371173643,16.77271730344792,-10.429355074450038]"
LADDER_7R7C,6,24,log_uniform_within_published_bounds,3222720476.0,"[2.73829849665848,2.7605372054821125,4.105017973132538,-5.856715547666151,-0.9540488049864404,-8.986051660600964,-2.9000731914223206,16.19339741365833,17.67795919981079,8.181136528359634,20.30592105268142,18.775744954546475,24.490354773361048,15.673181685002898,-15.50180139466437]"
LADDER_7R7C,6,25,log_uniform_within_published_bounds,3128742830.0,"[4.285776553699277,-9.796547363076819,3.813933264394281,-6.075821290455194,-2.534464925241595,-7.009017323960947,-2.0464647273072334,11.130983469200965,24.459579560699563,11.608045068420386,15.795819996625436,13.423917003382089,19.892108763606977,12.981443563423452,-9.530171696198876]"
LADDER_7R7C,6,26,log_uniform_within_published_bounds,3862432600.0,"[-4.794452103389005,-9.557003550069357,-3.798795898550024,-9.972165018688125,-7.495009522366924,-3.1470900969817936,-9.861077088312884,11.410246760959325,22.92538066727137,15.917560754088875,11.298430935012995,10.07830508058289,18.666043773525452,15.120131831195273,-13.179896038084756]"
LADDER_7R7C,6,27,log_uniform_within_published_bounds,3968190854.0,"[-6.5662929993094785,0.3371456897445526,-4.9324085827948245,-7.987764196694888,-8.012839322526213,1.6953777314884828,-1.5438542915377838,23.90140576681231,14.524558844849626,13.999507793963556,16.589994873820892,8.279902743368154,18.68165222516717,10.128967484583209,-11.458620041366354]"
LADDER_7R7C,6,28,log_uniform_within_published_bounds,3345006806.0,"[3.047755899940192,-4.397918320395878,3.647795215245166,-0.07253076062261421,-5.592036065888885,-8.464421096566479,-8.002976617852466,8.667214076999713,13.914663539990064,10.584873708319055,14.731495232489799,9.040690117078945,9.830675700013892,8.446257548331788,-13.205792346124094]"
LADDER_7R7C,6,29,log_uniform_within_published_bounds,241729968.0,"[4.529066441997626,-0.4988858873823254,-2.2831920972045037,-8.963639658192418,-6.668880140585617,-2.6643195424198796,-5.516341878403742,13.545008147308154,16.108264334790448,14.595059086662113,19.80372398454709,18.57673102060528,15.23343821387356,24.24882678260138,-19.849909656409423]"
LADDER_7R7C,6,30,log_uniform_within_published_bounds,2875159178.0,"[1.9241338578642235,2.9443747841913908,4.0985090171734555,-0.4489927216933296,-9.613441359008373,-3.3251252091402055,-5.17014432213341,12.762743461226334,13.123803887437886,15.224523448028009,13.453123778723416,11.135660574449703,10.46593111931029,14.979179641323288,-4.972386226306712]"
LADDER_7R7C,6,31,log_uniform_within_published_bounds,3215492427.0,"[3.525650786348038,2.067803249768673,1.3539523858234528,3.90512270621854,-1.0467354476313613,-8.842047736688341,1.4579842526072149,13.471647312802485,17.7832913225229,21.553206300598095,14.486668872864708,10.06196273573193,18.748603773052164,11.086481094256659,-5.847718708865427]"
LADDER_7R7C,6,32,log_uniform_within_published_bounds,1653764711.0,"[1.1948919843143884,-7.160902850440694,3.48888633379239,-0.10865332210605594,3.2470027500311094,-6.8897874685480955,4.183850602769525,13.33496607591275,23.022046415554147,16.9723818999992,9.280139253771438,9.970608728758531,8.117814758736673,20.766676269705943,-0.8404163064323313]"
LADDER_8R8C,7,1,notebook_initialization,,"[-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,-1.6094379124341003,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,16.11809565095832,-9.210340371976182]"
LADDER_8R8C,7,2,log_uniform_within_published_bounds,3025064605.0,"[4.534345494831381,-3.5471405996404535,-1.040188796304406,-3.3533032642818696,-3.51498736942718,-5.353273348687391,-1.17939844159444,-4.504503741454487,11.349419305556665,12.686609990802358,17.72713685610884,22.215791707733533,14.562958991630092,19.85659953581706,18.060371165071224,23.18284846019272,-16.996258317490508]"
LADDER_8R8C,7,3,log_uniform_within_published_bounds,2252534315.0,"[-8.480083225634429,4.5606156864049865,-2.724103256714706,-5.469495432371364,2.1666620727503894,-9.206179994813013,1.6317225344506952,0.030754153100705395,22.96418304465947,21.032990126143773,12.478248685738823,19.041786123206393,15.90859575362586,11.0720266316069,17.37356079401235,21.92792402065119,-11.663519459882929]"
LADDER_8R8C,7,4,log_uniform_within_published_bounds,479400530.0,"[-8.981997118703768,-8.804098056807085,-1.2547974764657805,1.5102135047009249,2.821510200603276,3.0569092750537763,-6.68011016652952,0.044435185436139335,18.577679006649706,13.41636745737067,20.900780267583578,12.953665734572759,21.497299651957015,16.334610043575395,19.6126552507015,14.091749873215615,-3.8408436821405374]"
LADDER_8R8C,7,5,log_uniform_within_published_bounds,813331356.0,"[-9.466676018912203,3.324421621687689,-8.40648633099789,1.688617909745668,2.6142279824012267,4.9707665280347655,-7.463738207518029,-4.101207580486038,22.06441884647024,24.696532000063925,15.431232216681398,17.87539652650846,15.33820065998232,13.19858228370668,20.690462481108817,21.803222728404997,1.5137212801428177]"
LADDER_8R8C,7,6,log_uniform_within_published_bounds,2235501686.0,"[-1.5528158371234166,3.267250947892883,3.771969896372674,-6.411345703070597,-0.05231646928505995,4.404570393818219,-9.142248021540121,-2.6207412905862366,22.83880735599427,19.339444143823826,15.296341665178051,17.948286310017647,13.519419271120794,10.919145394210574,22.70062850701583,17.02197349336754,-18.595445660614182]"
LADDER_8R8C,7,7,log_uniform_within_published_bounds,138129920.0,"[-3.5475364491433163,-7.606341123934897,-7.388637337336276,-3.5945901002487632,-8.706973885949372,-9.769762780863477,-4.8327681557841835,4.009921043914257,17.976290144823313,11.992596889776397,21.9846338202749,12.01841259850196,15.716224843219793,14.195520691995057,19.01081510422263,19.23778662729604,-13.263359003777397]"
LADDER_8R8C,7,8,log_uniform_within_published_bounds,1705045199.0,"[-3.214202530272564,-4.741430931215656,-6.228790554217527,-2.9175206598804984,-3.425640318354697,-8.101755053367768,-2.647786698539263,-9.106145394919107,24.055985144940905,24.01462829692246,15.211769735522143,22.73819483183769,23.259507342966852,15.784398125447588,20.333769879457073,13.860931852416655,-14.354853815846758]"
LADDER_8R8C,7,9,log_uniform_within_published_bounds,293715962.0,"[2.5674922123518176,2.8285091776253832,-3.0946955014602384,-4.996286857323241,2.7943320494343027,-0.4095326931524994,-1.7230511033461564,-8.905484124701955,20.118943334538955,8.4679332493758,11.320377791453264,9.469053920557359,9.357352766920833,10.385522713596663,24.133389340217647,10.580495715824043,-10.617480599174518]"
